,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
172,chris miller,salma hayek,constance marie,amy sedaris,action adventure animation comedy family fantasy,puss in boots,salma hayek constance marie amy sedaris chris miller action adventure animation comedy family fantasy
173,phillip noyce,angelina jolie pitt,andre braugher,august diehl,action crime mystery thriller,salt,angelina jolie pitt andre braugher august diehl phillip noyce action crime mystery thriller
174,darren aronofsky,anthony hopkins,emma watson,logan lerman,action adventure drama,noah,anthony hopkins emma watson logan lerman darren aronofsky action adventure drama
175,steven spielberg,toby jones,mackenzie crook,tony curran,action adventure family mystery,the adventures of tintin,toby jones mackenzie crook tony curran steven spielberg action adventure family mystery
176,alfonso cuarón,daniel radcliffe,gary oldman,rupert grint,adventure family fantasy mystery,harry potter and the prisoner of azkaban,daniel radcliffe gary oldman rupert grint alfonso cuarón adventure family fantasy mystery
177,baz luhrmann,essie davis,bryan brown,eddie baroo,adventure drama romance war,australia,essie davis bryan brown eddie baroo baz luhrmann adventure drama romance war
178,m. night shyamalan,will smith,zoë kravitz,glenn morshower,action adventure sci-fi,after earth,will smith zoë kravitz glenn morshower m. night shyamalan action adventure sci-fi
179,eric leighton,alfre woodard,d.b. sweeney,della reese,adventure animation family thriller,dinosaur,alfre woodard d.b. sweeney della reese eric leighton adventure animation family thriller
180,matt birch,rupert grint,dave legeno,ralph ineson,action fantasy,harry potter and the deathly hallows: part ii,rupert grint dave legeno ralph ineson matt birch action fantasy
181,shawn levy,robin williams,rami malek,steve coogan,adventure comedy family fantasy,night at the museum: secret of the tomb,robin williams rami malek steve coogan shawn levy adventure comedy family fantasy
182,tom mcgrath,j.k. simmons,brad pitt,will ferrell,action animation comedy family sci-fi,megamind,j.k. simmons brad pitt will ferrell tom mcgrath action animation comedy family sci-fi
183,chris columbus,daniel radcliffe,fiona shaw,verne troyer,adventure family fantasy,harry potter and the sorcerer's stone,daniel radcliffe fiona shaw verne troyer chris columbus adventure family fantasy
184,robert schwentke,ryan reynolds,jeff bridges,stephanie szostak,action comedy fantasy,r.i.p.d.,ryan reynolds jeff bridges stephanie szostak robert schwentke action comedy fantasy
185,hideaki anno,mark chinnery,shin'ya tsukamoto,atsuko maeda,action adventure drama horror sci-fi,godzilla resurgence,mark chinnery shin'ya tsukamoto atsuko maeda hideaki anno action adventure drama horror sci-fi
186,gore verbinski,johnny depp,orlando bloom,jack davenport,action adventure fantasy,pirates of the caribbean: the curse of the black pearl,johnny depp orlando bloom jack davenport gore verbinski action adventure fantasy
187,matt birch,rupert grint,toby jones,alfred enoch,fantasy,harry potter and the deathly hallows: part i,rupert grint toby jones alfred enoch matt birch fantasy
188,francis lawrence,jennifer lawrence,philip seymour hoffman,josh hutcherson,adventure sci-fi thriller,the hunger games: mockingjay - part 1,jennifer lawrence philip seymour hoffman josh hutcherson francis lawrence adventure sci-fi thriller
189,ron howard,tom hanks,seth gabel,jürgen prochnow,mystery thriller,the da vinci code,tom hanks seth gabel jürgen prochnow ron howard mystery thriller
190,carlos saldanha,miguel ferrer,rachel crow,jeffrey garcia,adventure animation comedy family musical,rio 2,miguel ferrer rachel crow jeffrey garcia carlos saldanha adventure animation comedy family musical
191,bryan singer,hugh jackman,bruce davison,aaron stanford,action adventure fantasy sci-fi thriller,x-men 2,hugh jackman bruce davison aaron stanford bryan singer action adventure fantasy sci-fi thriller
192,justin lin,paul walker,vin diesel,dwayne johnson,action crime thriller,fast five,paul walker vin diesel dwayne johnson justin lin action crime thriller
193,guy ritchie,robert downey jr.,eddie marsan,paul anderson,action adventure crime mystery thriller,sherlock holmes: a game of shadows,robert downey jr. eddie marsan paul anderson guy ritchie action adventure crime mystery thriller
194,john mctiernan,tony curran,vladimir kulich,clive russell,action adventure history,the 13th warrior,tony curran vladimir kulich clive russell john mctiernan action adventure history
195,tony gilroy,jeremy renner,scott glenn,stacy keach,action adventure thriller,the bourne legacy,jeremy renner scott glenn stacy keach tony gilroy action adventure thriller
196,joel schumacher,michael gough,vivica a. fox,john glover,action,batman & robin,michael gough vivica a. fox john glover joel schumacher action
197,ron howard,clint howard,t.j. thyne,molly shannon,comedy family fantasy,how the grinch stole christmas,clint howard t.j. thyne molly shannon ron howard comedy family fantasy
198,roland emmerich,jake gyllenhaal,dennis quaid,sela ward,action adventure sci-fi thriller,the day after tomorrow,jake gyllenhaal dennis quaid sela ward roland emmerich action adventure sci-fi thriller
199,john woo,tom cruise,dougray scott,richard roxburgh,action adventure thriller,mission: impossible ii,tom cruise dougray scott richard roxburgh john woo action adventure thriller
200,wolfgang petersen,karen allen,mary elizabeth mastrantonio,bob gunton,action adventure drama thriller,the perfect storm,karen allen mary elizabeth mastrantonio bob gunton wolfgang petersen action adventure drama thriller
201,tim story,chris evans,ioan gruffudd,andre braugher,action adventure sci-fi thriller,fantastic 4: rise of the silver surfer,chris evans ioan gruffudd andre braugher tim story action adventure sci-fi thriller
202,ang lee,suraj sharma,rafe spall,tabu,adventure drama fantasy,life of pi,suraj sharma rafe spall tabu ang lee adventure drama fantasy
203,mark steven johnson,nicolas cage,matt long,peter fonda,action fantasy thriller,ghost rider,nicolas cage matt long peter fonda mark steven johnson action fantasy thriller
204,paul greengrass,matt damon,riz ahmed,ato essandoh,action thriller,jason bourne,matt damon riz ahmed ato essandoh paul greengrass action thriller
205,mcg,demi moore,bernie mac,justin theroux,action adventure comedy crime,charlie's angels: full throttle,demi moore bernie mac justin theroux mcg action adventure comedy crime
206,ridley scott,michael fassbender,charlize theron,sean harris,adventure mystery sci-fi,prometheus,michael fassbender charlize theron sean harris ridley scott adventure mystery sci-fi
207,rob minkoff,nathan lane,brad garrett,melanie griffith,adventure animation comedy family fantasy,stuart little 2,nathan lane brad garrett melanie griffith rob minkoff adventure animation comedy family fantasy
208,neill blomkamp,matt damon,sharlto copley,alice braga,action drama sci-fi thriller,elysium,matt damon sharlto copley alice braga neill blomkamp action drama sci-fi thriller
209,david twohy,vin diesel,alexa davalos,christina cox,action adventure sci-fi thriller,the chronicles of riddick,vin diesel alexa davalos christina cox david twohy action adventure sci-fi thriller
210,lana wachowski,scott porter,kick gurry,nicholas elia,action family sport,speed racer,scott porter kick gurry nicholas elia lana wachowski action family sport
211,james l. brooks,shelley conn,domenick lombardozzi,teyonah parris,comedy drama romance,how do you know,shelley conn domenick lombardozzi teyonah parris james l. brooks comedy drama romance
212,james mangold,tom cruise,marc blucas,jordi mollà,action comedy romance,knight and day,tom cruise marc blucas jordi mollà james mangold action comedy romance
213,joseph kosinski,morgan freeman,tom cruise,zoë bell,action adventure mystery sci-fi,oblivion,morgan freeman tom cruise zoë bell joseph kosinski action adventure mystery sci-fi
214,george lucas,natalie portman,christopher lee,hayden christensen,action adventure fantasy sci-fi,star wars: episode iii - revenge of the sith,natalie portman christopher lee hayden christensen george lucas action adventure fantasy sci-fi
215,george lucas,natalie portman,christopher lee,hayden christensen,action adventure fantasy sci-fi,star wars: episode ii - attack of the clones,natalie portman christopher lee hayden christensen george lucas action adventure fantasy sci-fi
216,pete docter,steve buscemi,john ratzenberger,james coburn,adventure animation comedy family fantasy,"monsters, inc.",steve buscemi john ratzenberger james coburn pete docter adventure animation comedy family fantasy
217,james mangold,hugh jackman,tao okamoto,rila fukushima,action adventure sci-fi thriller,the wolverine,hugh jackman tao okamoto rila fukushima james mangold action adventure sci-fi thriller
218,george lucas,natalie portman,liam neeson,ian mcdiarmid,action adventure fantasy sci-fi,star wars: episode i - the phantom menace,natalie portman liam neeson ian mcdiarmid george lucas action adventure fantasy sci-fi
219,kirk de micco,ryan reynolds,emma stone,nicolas cage,adventure animation comedy family fantasy,the croods,ryan reynolds emma stone nicolas cage kirk de micco adventure animation comedy family fantasy
220,frédéric forestier,alain delon,santiago segura,vanessa hessler,adventure comedy family fantasy,asterix at the olympic games,alain delon santiago segura vanessa hessler frédéric forestier adventure comedy family fantasy
221,john woo,nicolas cage,roger willie,noah emmerich,action drama war,windtalkers,nicolas cage roger willie noah emmerich john woo action drama war
222,cedric nicolas-troyan,chris hemsworth,sam claflin,charlize theron,action adventure drama fantasy,the huntsman: winter's war,chris hemsworth sam claflin charlize theron cedric nicolas-troyan action adventure drama fantasy
223,alfonso cuarón,phaldut sharma,basher savage,amy warren,adventure drama sci-fi thriller,gravity,phaldut sharma basher savage amy warren alfonso cuarón adventure drama sci-fi thriller
224,roger donaldson,jamie renée smith,grant heslov,tzi ma,action adventure thriller,dante's peak,jamie renée smith grant heslov tzi ma roger donaldson action adventure thriller
225,dave green,stephen amell,noel fisher,brad garrett,action adventure comedy sci-fi,teenage mutant ninja turtles: out of the shadows,stephen amell noel fisher brad garrett dave green action adventure comedy sci-fi
226,shawn levy,robin williams,rami malek,steve coogan,action adventure comedy family fantasy,night at the museum,robin williams rami malek steve coogan shawn levy action adventure comedy family fantasy
227,brad peyton,dwayne johnson,ioan gruffudd,archie panjabi,action adventure drama thriller,san andreas,dwayne johnson ioan gruffudd archie panjabi brad peyton action adventure drama thriller
228,roger spottiswoode,vincent schiavelli,colin salmon,joe don baker,action adventure thriller,tomorrow never dies,vincent schiavelli colin salmon joe don baker roger spottiswoode action adventure thriller
229,roland emmerich,heath ledger,adam baldwin,tom wilkinson,action drama history war,the patriot,heath ledger adam baldwin tom wilkinson roland emmerich action drama history war
230,steven soderbergh,brad pitt,julia roberts,mini anden,crime thriller,ocean's twelve,brad pitt julia roberts mini anden steven soderbergh crime thriller
